事業所コード,事業所名,在庫区分,在庫区分名,倉庫コード,倉庫名,在庫場所コード,在庫場所名,会計年月,棚番,棚番名,資産分類,資産分類名,資産分類区分,資産分類区分名,品種,品種名,商品コード,商品名,規格,HUKLA品番,仕様,ピース,パーツ,木色,張地１,張地２,特注区分,内訳商品ランク,内訳商品ランク名,単位,個別原価使用フラグ,ロット番号,有効期限,基準日,残月数,前月末原価調整額,前月末評価単価,前月末在庫数,前月末移動積送数,前月末出荷積送数,前月末在庫金額,仕入数,売上数,有償支給数,入庫数,出庫数,移動積送増減数,出荷積送増減数,棚卸調整数,当月末移動積送数,当月末出荷積送数,当月末評価単価,当月末在庫数,当月末原価調整額,当月末在庫金額
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005BED-113,社内ﾓｰﾙﾄﾞ,005BED-113,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,900,21,0,0,18900,0,0,0,0,0,0,0,0,0,0,900,21,0,18900
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005D795-10,社内ﾓｰﾙﾄﾞ,005D795-10,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,6700,5,0,0,33500,0,0,0,0,0,0,0,0,0,0,6700,5,0,33500
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005D795N-10,社内ﾓｰﾙﾄﾞ,005D795N-10,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,6700,21,0,0,140700,0,0,0,8,5,0,0,0,0,0,6700,24,0,160800
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005D975-10 ｼｬﾅｲ,社内ﾓｰﾙﾄﾞ,005D975-10 ｼｬﾅｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,4700,14,0,0,65800,0,0,0,20,4,0,0,0,0,0,4700,30,0,141000
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL003-6,社内ﾓｰﾙﾄﾞ,005EL003-6,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,2100,8,0,0,16800,0,0,0,0,1,0,0,0,0,0,2100,7,0,14700
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL025-D ｼｬﾅｲ,社内ﾓｰﾙﾄﾞ,005EL025-D ｼｬﾅｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,29960.72,1,0,0,29961,0,0,0,0,0,0,0,0,0,0,29960.72,1,0,29961
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030-ｾ,社内ﾓｰﾙﾄﾞ,005EL030-ｾ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,2400,28.1,0,0,67440,0,0,0,0,2.1,0,0,0,0,0,2400,26,0,62400
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030-ﾋｼﾞ,社内ﾓｰﾙﾄﾞ,005EL030-ﾋｼﾞ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,7600,17,0,0,129200,0,0,0,0,4,0,0,0,0,0,7600,13,0,98800
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-01ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-01ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,20900,1,0,0,20900,0,0,0,0,0,0,0,0,0,0,20900,1,0,20900
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-10ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-10ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,21200,3,0,63600
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-20ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-20ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,30700,4,0,0,122800,0,0,0,0,1,0,0,0,0,0,30700,3,0,92100
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-30ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-30ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,32900,6,0,0,197400,0,0,0,0,0,0,0,0,0,0,32900,6,0,197400
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-40ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-40ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,35900,4,0,0,143600,0,0,0,0,2,0,0,0,0,0,35900,2,0,71800
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-49ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-49ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,35900,3,0,0,107700,0,0,0,0,1,0,0,0,0,0,35900,2,0,71800
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL030N-50ﾎﾝﾀｲ,社内ﾓｰﾙﾄﾞ,005EL030N-50ﾎﾝﾀｲ,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,35900,5,0,0,179500,0,0,0,0,0,0,0,0,0,0,35900,5,0,179500
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL130A-10,社内ﾓｰﾙﾄﾞ,005EL130A-10,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,5800,16,0,0,92800,0,0,0,0,0,0,0,0,0,0,5800,16,0,92800
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005EL140-01,EL140-01,EL140-01,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,1522,124,0,0,188728,0,0,0,0,0,0,0,0,0,0,1522,124,0,188728
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005H287-10,社内ﾓｰﾙﾄﾞ,005H287-10,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,5500,28,0,0,154000,0,0,0,11,4,0,0,0,0,0,5500,35,0,192500
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005H287-13,社内ﾓｰﾙﾄﾞ,005H287-13,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,800,24,0,0,19200,0,0,0,0,1,0,0,0,0,0,800,23,0,18400
100,日本フクラ,10,社内品,A0Z001,自倉庫,,,202101,,,2,半製品・仕掛品,3,仕掛品,1005,モールド,005H287-14,社内ﾓｰﾙﾄﾞ,005H287-14,,,,,,,,,0,A,ﾋﾟｰｽ,,,,2021/03/17,,0,800,31,0,0,24800,0,0,0,0,2,0,0,0,0,0,800,29,0,23200
